# catalog_taxonomy.tsv - machine taxonomy of all closed symmetry groups, N = 3..14
# (6112 entries: 3+8+11+27+36+90+131+282+394+948+1316+2866). Produced by code/classify_catalog.cpp
# (N=14 rows from the orbit-partition decomposition catalogue materials/14Spins.txt,
#  which uses the IR canonical representative; see code/catalog_format.cpp).
#
# id      = N/o<order>.<index>; <index> is the 1-based line position inside the
#           "--- order K ---" section of the anchor catalogue file:
#             N = 8        -> materials/8Spins.txt
#             N = 11..13   -> materials/11Spins.txt, 12Spins.txt, 13Spins.txt
#             other N      -> materials/<N>Spins_generated.txt
#           NOTE: regenerating a catalogue may permute lines inside a section
#           (parallel enumeration), so the committed files are the ID anchors.
# order   = |Aut| (recomputed independently; matches every section header)
# twins   = magnetic composite sizes n_g (identical rows off the mutual edge)
# gq      = |Gamma_q| = |Aut| / prod(n_g!)  (residual factor group order)
# orbits  = vertex orbit sizes under the full Aut
# fixedpt = y: has a fixed vertex (entry inherited from level N-1 by the tower
#           theorem); n: fixed-point-free (essentially new at this N).
#           Counts of 'n' per N reproduce f(N): 1,5,3,16,9,54,41,151,112,554,368,1550.
# cyclic  = y iff an element of order |Aut| exists
# maxelt  = maximal element order in Aut
# abelian, ambivalent = y/n, computed when |Aut| <= 2000, else '-'
#           (ambivalent: every element conjugate to its inverse <=> all
#            characters real <=> X-approximation blocks combine pairwise)
id	order	twins	gq	orbits	fixedpt	cyclic	maxelt	abelian	ambivalent
9/o192.1	192	4,2,2,1	2	4+4+1	y	n	12	n	y
9/o216.1	216	3,3,3	1	3+3+3	n	n	6	n	y
9/o240.1	240	4,1,1,1,1,1	10	5+4	n	n	20	n	y
9/o240.2	240	5,2,1,1	1	5+2+1+1	y	n	10	n	y
9/o240.3	240	5,1,1,1,1	2	5+2+2	n	n	10	n	y
9/o288.1	288	4,3,2	1	4+3+2	n	n	12	n	y
9/o288.2	288	3,2,2,2	6	6+3	n	n	12	n	y
9/o384.1	384	2,2,2,2,1	24	8+1	y	n	8	n	y
9/o432.1	432	3,3,3	2	6+3	n	n	12	n	y
9/o480.1	480	5,2,2	1	5+2+2	n	n	10	n	y
9/o480.2	480	5,1,1,1,1	4	5+4	n	n	10	n	y
9/o576.1	576	4,4,1	1	4+4+1	y	n	12	n	y
9/o720.1	720	5,3,1	1	5+3+1	y	n	15	n	y
9/o720.2	720	6,1,1,1	1	6+1+1+1	y	n	6	n	y
9/o960.1	960	5,2,2	2	5+4	n	n	20	n	y
9/o1152.1	1152	4,4,1	2	8+1	y	n	12	n	y
9/o1296.1	1296	3,3,3	6	9	n	n	12	n	y
9/o1440.1	1440	6,2,1	1	6+2+1	y	n	10	n	y
9/o2880.1	2880	5,4	1	5+4	n	n	20	-	-
9/o4320.1	4320	6,3	1	6+3	n	n	15	-	-
9/o5040.1	5040	7,1,1	1	7+1+1	y	n	12	-	-
9/o10080.1	10080	7,2	1	7+2	n	n	14	-	-
9/o40320.1	40320	8,1	1	8+1	y	n	15	-	-
9/o362880.1	362880	9	1	9	n	n	20	-	-
10/o1.1	1	1,1,1,1,1,1,1,1,1,1	1	1+1+1+1+1+1+1+1+1+1	y	y	1	y	y
10/o2.1	2	1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1	y	y	2	y	y
10/o2.2	2	2,1,1,1,1,1,1,1,1	1	2+1+1+1+1+1+1+1+1	y	y	2	y	y
10/o2.3	2	1,1,1,1,1,1,1,1,1,1	2	2+2+2+1+1+1+1	y	y	2	y	y
10/o2.4	2	1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2	n	y	2	y	y
10/o2.5	2	1,1,1,1,1,1,1,1,1,1	2	2+2+1+1+1+1+1+1	y	y	2	y	y
10/o3.1	3	1,1,1,1,1,1,1,1,1,1	3	3+3+3+1	y	y	3	y	n
10/o3.2	3	1,1,1,1,1,1,1,1,1,1	3	3+3+1+1+1+1	y	y	3	y	n
10/o4.1	4	2,2,1,1,1,1,1,1	1	2+2+1+1+1+1+1+1	y	n	2	y	y
10/o4.2	4	1,1,1,1,1,1,1,1,1,1	4	4+4+2	n	n	2	y	y
10/o4.3	4	1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+1+1	y	n	2	y	y
10/o4.4	4	2,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1	y	n	2	y	y
10/o4.5	4	1,1,1,1,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o4.6	4	1,1,1,1,1,1,1,1,1,1	4	4+2+1+1+1+1	y	n	2	y	y
10/o4.7	4	1,1,1,1,1,1,1,1,1,1	4	4+4+1+1	y	n	2	y	y
10/o4.8	4	1,1,1,1,1,1,1,1,1,1	4	4+4+2	n	y	4	y	n
10/o4.9	4	1,1,1,1,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o4.10	4	1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1	y	n	2	y	y
10/o4.11	4	2,1,1,1,1,1,1,1,1	2	2+2+2+1+1+1+1	y	n	2	y	y
10/o4.12	4	1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1	y	n	2	y	y
10/o4.13	4	1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2	n	n	2	y	y
10/o4.14	4	1,1,1,1,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o4.15	4	2,1,1,1,1,1,1,1,1	2	2+2+2+2+2	n	n	2	y	y
10/o4.16	4	1,1,1,1,1,1,1,1,1,1	4	4+1+1+1+1+1+1	y	n	2	y	y
10/o4.17	4	1,1,1,1,1,1,1,1,1,1	4	4+4+1+1	y	y	4	y	n
10/o5.1	5	1,1,1,1,1,1,1,1,1,1	5	5+5	n	y	5	y	n
10/o6.1	6	1,1,1,1,1,1,1,1,1,1	6	6+3+1	y	n	3	n	y
10/o6.2	6	1,1,1,1,1,1,1,1,1,1	6	6+2+2	n	n	3	n	y
10/o6.3	6	1,1,1,1,1,1,1,1,1,1	6	3+3+2+2	n	y	6	y	n
10/o6.4	6	2,1,1,1,1,1,1,1,1	3	3+3+2+1+1	y	y	6	y	n
10/o6.5	6	1,1,1,1,1,1,1,1,1,1	6	6+2+1+1	y	n	3	n	y
10/o6.6	6	1,1,1,1,1,1,1,1,1,1	6	6+3+1	y	y	6	y	n
10/o6.7	6	3,1,1,1,1,1,1,1	1	3+1+1+1+1+1+1+1	y	n	3	n	y
10/o6.8	6	1,1,1,1,1,1,1,1,1,1	6	3+3+3+1	y	n	3	n	y
10/o6.9	6	1,1,1,1,1,1,1,1,1,1	6	3+3+1+1+1+1	y	n	3	n	y
10/o6.10	6	1,1,1,1,1,1,1,1,1,1	6	6+1+1+1+1	y	n	3	n	y
10/o8.1	8	1,1,1,1,1,1,1,1,1,1	8	8+2	n	n	2	y	y
10/o8.2	8	1,1,1,1,1,1,1,1,1,1	8	4+4+1+1	y	n	2	y	y
10/o8.3	8	2,1,1,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o8.4	8	2,1,1,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o8.5	8	1,1,1,1,1,1,1,1,1,1	8	4+2+2+2	n	n	2	y	y
10/o8.6	8	1,1,1,1,1,1,1,1,1,1	8	4+2+2+1+1	y	n	2	y	y
10/o8.7	8	2,2,1,1,1,1,1,1	2	4+2+2+2	n	n	4	n	y
10/o8.8	8	2,2,1,1,1,1,1,1	2	4+2+1+1+1+1	y	n	4	n	y
10/o8.9	8	2,1,1,1,1,1,1,1,1	4	4+2+2+1+1	y	n	2	y	y
10/o8.10	8	1,1,1,1,1,1,1,1,1,1	8	4+4+2	n	n	2	y	y
10/o8.11	8	1,1,1,1,1,1,1,1,1,1	8	8+2	n	n	4	n	y
10/o8.12	8	2,1,1,1,1,1,1,1,1	4	4+2+1+1+1+1	y	n	2	y	y
10/o8.13	8	2,1,1,1,1,1,1,1,1	4	4+4+2	n	n	4	y	n
10/o8.14	8	2,1,1,1,1,1,1,1,1	4	2+2+2+2+2	n	n	2	y	y
10/o8.15	8	1,1,1,1,1,1,1,1,1,1	8	8+1+1	y	n	2	y	y
10/o8.16	8	2,1,1,1,1,1,1,1,1	4	4+4+2	n	n	2	y	y
10/o8.17	8	2,2,1,1,1,1,1,1	2	4+1+1+1+1+1+1	y	n	4	n	y
10/o8.18	8	1,1,1,1,1,1,1,1,1,1	8	4+4+1+1	y	n	4	n	y
10/o8.19	8	1,1,1,1,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o8.20	8	2,2,1,1,1,1,1,1	2	2+2+2+2+2	n	n	2	y	y
10/o8.21	8	1,1,1,1,1,1,1,1,1,1	8	4+4+2	n	n	2	y	y
10/o8.22	8	1,1,1,1,1,1,1,1,1,1	8	8+1+1	y	n	4	n	y
10/o8.23	8	1,1,1,1,1,1,1,1,1,1	8	8+2	n	n	4	n	y
10/o8.24	8	1,1,1,1,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o8.25	8	2,2,1,1,1,1,1,1	2	4+2+2+1+1	y	n	4	n	y
10/o8.26	8	2,2,1,1,1,1,1,1	2	2+2+2+2+1+1	y	n	2	y	y
10/o8.27	8	2,2,2,1,1,1,1	1	2+2+2+1+1+1+1	y	n	2	y	y
10/o8.28	8	1,1,1,1,1,1,1,1,1,1	8	4+4+1+1	y	n	4	n	y
10/o8.29	8	1,1,1,1,1,1,1,1,1,1	8	4+2+2+2	n	n	2	y	y
10/o10.1	10	1,1,1,1,1,1,1,1,1,1	10	5+1+1+1+1+1	y	n	5	n	y
10/o10.2	10	1,1,1,1,1,1,1,1,1,1	10	5+5	n	n	5	n	y
10/o10.3	10	1,1,1,1,1,1,1,1,1,1	10	10	n	n	5	n	y
10/o12.1	12	2,1,1,1,1,1,1,1,1	6	6+2+2	n	n	6	n	y
10/o12.2	12	2,1,1,1,1,1,1,1,1	6	3+3+2+1+1	y	n	6	n	y
10/o12.3	12	1,1,1,1,1,1,1,1,1,1	12	6+2+1+1	y	n	6	n	y
10/o12.4	12	1,1,1,1,1,1,1,1,1,1	12	6+2+2	n	n	6	n	y
10/o12.5	12	1,1,1,1,1,1,1,1,1,1	12	6+1+1+1+1	y	n	6	n	y
10/o12.6	12	1,1,1,1,1,1,1,1,1,1	12	3+3+2+2	n	n	6	n	y
10/o12.7	12	3,1,1,1,1,1,1,1	2	3+2+2+2+1	y	n	6	n	y
10/o12.8	12	1,1,1,1,1,1,1,1,1,1	12	6+3+1	y	n	6	n	y
10/o12.9	12	2,1,1,1,1,1,1,1,1	6	6+2+1+1	y	n	6	n	y
10/o12.10	12	2,2,1,1,1,1,1,1	3	3+3+2+2	n	n	6	y	n
10/o12.11	12	3,1,1,1,1,1,1,1	2	3+2+2+1+1+1	y	n	6	n	y
10/o12.12	12	3,2,1,1,1,1,1	1	3+2+1+1+1+1+1	y	n	6	n	y
10/o12.13	12	1,1,1,1,1,1,1,1,1,1	12	6+2+2	n	n	6	n	y
10/o12.14	12	1,1,1,1,1,1,1,1,1,1	12	4+3+3	n	n	6	y	n
10/o12.15	12	1,1,1,1,1,1,1,1,1,1	12	6+4	n	n	6	n	y
10/o14.1	14	1,1,1,1,1,1,1,1,1,1	14	7+1+1+1	y	n	7	n	y
10/o16.1	16	2,1,1,1,1,1,1,1,1	8	4+2+2+2	n	n	2	y	y
10/o16.2	16	2,2,1,1,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o16.3	16	2,1,1,1,1,1,1,1,1	8	4+4+2	n	n	2	y	y
10/o16.4	16	2,2,1,1,1,1,1,1	4	4+2+2+2	n	n	4	n	y
10/o16.5	16	1,1,1,1,1,1,1,1,1,1	16	8+2	n	n	8	n	y
10/o16.6	16	2,2,1,1,1,1,1,1	4	4+4+2	n	n	4	n	y
10/o16.7	16	2,2,2,1,1,1,1	2	4+2+2+1+1	y	n	4	n	y
10/o16.8	16	2,1,1,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o16.9	16	1,1,1,1,1,1,1,1,1,1	16	4+4+2	n	n	2	y	y
10/o16.10	16	2,1,1,1,1,1,1,1,1	8	8+2	n	n	4	n	y
10/o16.11	16	2,2,1,1,1,1,1,1	4	4+2+2+1+1	y	n	2	y	y
10/o16.12	16	2,2,1,1,1,1,1,1	4	4+4+1+1	y	n	4	n	y
10/o16.13	16	2,2,1,1,1,1,1,1	4	4+2+2+2	n	n	4	n	y
10/o16.14	16	2,2,2,1,1,1,1	2	4+2+2+2	n	n	4	n	y
10/o16.15	16	1,1,1,1,1,1,1,1,1,1	16	8+1+1	y	n	8	n	y
10/o16.16	16	2,1,1,1,1,1,1,1,1	8	8+2	n	n	2	y	y
10/o16.17	16	2,2,1,1,1,1,1,1	4	4+2+2+1+1	y	n	4	n	y
10/o16.18	16	1,1,1,1,1,1,1,1,1,1	16	8+1+1	y	n	4	n	y
10/o16.19	16	2,2,2,1,1,1,1	2	2+2+2+2+2	n	n	2	y	y
10/o16.20	16	2,1,1,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o16.21	16	2,2,2,1,1,1,1	2	4+2+1+1+1+1	y	n	4	n	y
10/o16.22	16	1,1,1,1,1,1,1,1,1,1	16	8+2	n	n	4	n	y
10/o16.23	16	1,1,1,1,1,1,1,1,1,1	16	8+2	n	n	4	n	y
10/o16.24	16	2,2,1,1,1,1,1,1	4	4+4+2	n	n	4	n	y
10/o16.25	16	2,2,2,2,1,1	1	2+2+2+2+1+1	y	n	2	y	y
10/o16.26	16	1,1,1,1,1,1,1,1,1,1	16	4+4+1+1	y	n	2	y	y
10/o18.1	18	3,1,1,1,1,1,1,1	3	3+3+3+1	y	n	6	n	n
10/o18.2	18	1,1,1,1,1,1,1,1,1,1	18	9+1	y	n	9	n	y
10/o18.3	18	1,1,1,1,1,1,1,1,1,1	18	9+1	y	n	3	n	y
10/o20.1	20	1,1,1,1,1,1,1,1,1,1	20	5+2+2+1	y	n	10	n	y
10/o20.2	20	1,1,1,1,1,1,1,1,1,1	20	10	n	n	10	n	y
10/o20.3	20	2,1,1,1,1,1,1,1,1	10	5+2+1+1+1	y	n	10	n	y
10/o20.4	20	1,1,1,1,1,1,1,1,1,1	20	10	n	n	5	n	n
10/o24.1	24	1,1,1,1,1,1,1,1,1,1	24	6+4	n	n	6	n	y
10/o24.2	24	1,1,1,1,1,1,1,1,1,1	24	6+2+2	n	n	6	n	y
10/o24.3	24	1,1,1,1,1,1,1,1,1,1	24	6+4	n	n	6	n	y
10/o24.4	24	4,1,1,1,1,1,1	1	4+1+1+1+1+1+1	y	n	4	n	y
10/o24.5	24	3,2,2,1,1,1	1	3+2+2+1+1+1	y	n	6	n	y
10/o24.6	24	1,1,1,1,1,1,1,1,1,1	24	4+4+1+1	y	n	4	n	y
10/o24.7	24	1,1,1,1,1,1,1,1,1,1	24	4+3+3	n	n	6	n	y
10/o24.8	24	1,1,1,1,1,1,1,1,1,1	24	6+4	n	n	4	n	y
10/o24.9	24	2,2,1,1,1,1,1,1	6	3+3+2+2	n	n	6	n	y
10/o24.10	24	2,2,1,1,1,1,1,1	6	6+2+2	n	n	6	n	y
10/o24.11	24	3,1,1,1,1,1,1,1	4	4+3+1+1+1	y	n	6	n	y
10/o24.12	24	2,1,1,1,1,1,1,1,1	12	6+2+1+1	y	n	6	n	y
10/o24.13	24	3,1,1,1,1,1,1,1	4	4+3+2+1	y	n	6	n	y
10/o24.14	24	3,2,1,1,1,1,1	2	3+2+2+2+1	y	n	6	n	y
10/o24.15	24	2,2,1,1,1,1,1,1	6	6+4	n	n	6	n	n
10/o24.16	24	2,2,2,1,1,1,1	3	6+3+1	y	n	6	n	n
10/o24.17	24	2,2,1,1,1,1,1,1	6	4+3+3	n	n	12	n	n
10/o24.18	24	2,1,1,1,1,1,1,1,1	12	6+2+2	n	n	6	n	y
10/o28.1	28	2,1,1,1,1,1,1,1,1	14	7+2+1	y	n	14	n	y
10/o32.1	32	2,2,2,1,1,1,1	4	4+2+2+2	n	n	2	y	y
10/o32.2	32	1,1,1,1,1,1,1,1,1,1	32	8+2	n	n	4	n	y
10/o32.3	32	1,1,1,1,1,1,1,1,1,1	32	8+1+1	y	n	4	n	y
10/o32.4	32	2,2,2,2,1,1	2	4+2+2+2	n	n	4	n	y
10/o32.5	32	2,2,1,1,1,1,1,1	8	4+4+1+1	y	n	4	n	y
10/o32.6	32	2,2,2,2,2	1	2+2+2+2+2	n	n	2	y	y
10/o32.7	32	2,2,2,1,1,1,1	4	4+2+2+2	n	n	4	n	y
10/o32.8	32	2,1,1,1,1,1,1,1,1	16	8+2	n	n	8	n	y
10/o32.9	32	2,1,1,1,1,1,1,1,1	16	4+4+2	n	n	2	y	y
10/o32.10	32	2,2,2,2,1,1	2	4+4+1+1	y	n	4	n	y
10/o32.11	32	2,2,2,2,1,1	2	4+2+2+1+1	y	n	4	n	y
10/o32.12	32	2,2,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o32.13	32	2,2,2,2,1,1	2	4+4+2	n	n	4	n	y
10/o32.14	32	2,2,1,1,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o32.15	32	2,1,1,1,1,1,1,1,1	16	8+2	n	n	4	n	y
10/o32.16	32	2,2,2,1,1,1,1	4	4+4+2	n	n	4	n	y
10/o36.1	36	3,1,1,1,1,1,1,1	6	6+3+1	y	n	6	n	y
10/o36.2	36	3,3,1,1,1,1	1	3+3+1+1+1+1	y	n	6	n	y
10/o36.3	36	1,1,1,1,1,1,1,1,1,1	36	9+1	y	n	6	n	y
10/o36.4	36	3,1,1,1,1,1,1,1	6	3+3+3+1	y	n	6	n	y
10/o40.1	40	2,2,1,1,1,1,1,1	10	5+2+2+1	y	n	10	n	y
10/o40.2	40	1,1,1,1,1,1,1,1,1,1	40	5+4+1	y	n	10	n	y
10/o48.1	48	1,1,1,1,1,1,1,1,1,1	48	8+2	n	n	6	n	y
10/o48.2	48	4,1,1,1,1,1,1	2	4+2+2+2	n	n	6	n	y
10/o48.3	48	2,2,1,1,1,1,1,1	12	4+3+3	n	n	12	n	y
10/o48.4	48	1,1,1,1,1,1,1,1,1,1	48	6+4	n	n	6	n	y
10/o48.5	48	3,2,2,2,1	1	3+2+2+2+1	y	n	6	n	y
10/o48.6	48	2,2,2,1,1,1,1	6	6+1+1+1+1	y	n	6	n	y
10/o48.7	48	3,2,2,1,1,1	2	4+3+2+1	y	n	12	n	y
10/o48.8	48	1,1,1,1,1,1,1,1,1,1	48	8+1+1	y	n	6	n	y
10/o48.9	48	2,2,1,1,1,1,1,1	12	6+4	n	n	12	n	y
10/o48.10	48	2,2,2,1,1,1,1	6	6+3+1	y	n	6	n	y
10/o48.11	48	4,1,1,1,1,1,1	2	4+2+2+1+1	y	n	6	n	y
10/o48.12	48	2,2,1,1,1,1,1,1	12	6+4	n	n	12	n	y
10/o48.13	48	2,1,1,1,1,1,1,1,1	24	4+4+2	n	n	6	n	y
10/o48.14	48	2,2,1,1,1,1,1,1	12	6+2+2	n	n	6	n	y
10/o48.15	48	4,2,1,1,1,1	1	4+2+1+1+1+1	y	n	6	n	y
10/o48.16	48	3,2,1,1,1,1,1	4	4+3+2+1	y	n	6	n	y
10/o48.17	48	3,2,2,1,1,1	2	4+3+1+1+1	y	n	12	n	y
10/o60.1	60	3,1,1,1,1,1,1,1	10	5+3+1+1	y	n	15	n	y
10/o64.1	64	2,2,2,2,1,1	4	4+4+1+1	y	n	4	n	y
10/o64.2	64	2,2,2,2,2	2	4+4+2	n	n	4	n	y
10/o64.3	64	2,2,2,2,2	2	4+2+2+2	n	n	4	n	y
10/o64.4	64	2,2,2,2,1,1	4	4+4+2	n	n	4	n	y
10/o64.5	64	2,2,2,2,1,1	4	8+2	n	n	4	n	y
10/o64.6	64	2,1,1,1,1,1,1,1,1	32	8+2	n	n	4	n	y
10/o64.7	64	2,2,2,2,1,1	4	8+1+1	y	n	4	n	y
10/o64.8	64	2,2,2,1,1,1,1	8	4+4+2	n	n	4	n	y
10/o72.1	72	4,1,1,1,1,1,1	3	4+3+3	n	n	12	n	n
10/o72.2	72	1,1,1,1,1,1,1,1,1,1	72	9+1	y	n	6	n	y
10/o72.3	72	3,3,1,1,1,1	2	6+2+1+1	y	n	6	n	y
10/o72.4	72	3,1,1,1,1,1,1,1	12	6+3+1	y	n	6	n	y
10/o72.5	72	3,3,1,1,1,1	2	3+3+2+2	n	n	6	n	y
10/o72.6	72	3,3,2,1,1	1	3+3+2+1+1	y	n	6	n	y
10/o72.7	72	3,3,1,1,1,1	2	6+1+1+1+1	y	n	6	n	y
10/o72.8	72	3,3,1,1,1,1	2	6+2+2	n	n	6	n	y
10/o80.1	80	2,2,1,1,1,1,1,1	20	5+4+1	y	n	20	n	y
10/o84.1	84	3,1,1,1,1,1,1,1	14	7+3	n	n	21	n	y
10/o96.1	96	4,1,1,1,1,1,1	4	4+4+2	n	n	6	n	y
10/o96.2	96	4,2,1,1,1,1	2	4+2+2+2	n	n	6	n	y
10/o96.3	96	4,2,2,1,1	1	4+2+2+1+1	y	n	6	n	y
10/o96.4	96	2,2,1,1,1,1,1,1	24	6+4	n	n	12	n	y
10/o96.5	96	3,2,2,2,1	2	4+3+2+1	y	n	12	n	y
10/o96.6	96	2,2,2,2,1,1	6	6+2+1+1	y	n	6	n	y
10/o96.7	96	2,1,1,1,1,1,1,1,1	48	8+2	n	n	6	n	y
10/o96.8	96	4,1,1,1,1,1,1	4	4+4+1+1	y	n	6	n	y
10/o96.9	96	2,2,2,1,1,1,1	12	6+2+2	n	n	6	n	y
10/o100.1	100	1,1,1,1,1,1,1,1,1,1	100	5+5	n	n	10	n	y
10/o120.1	120	1,1,1,1,1,1,1,1,1,1	120	10	n	n	6	n	y
10/o120.2	120	3,2,1,1,1,1,1	10	5+3+2	n	n	30	n	y
10/o120.3	120	1,1,1,1,1,1,1,1,1,1	120	5+5	n	n	6	n	y
10/o120.4	120	5,1,1,1,1,1	1	5+1+1+1+1+1	y	n	6	n	y
10/o128.1	128	2,2,2,2,2	4	8+2	n	n	4	n	y
10/o128.2	128	2,2,2,2,2	4	4+4+2	n	n	4	n	y
10/o128.3	128	2,2,2,2,1,1	8	8+2	n	n	8	n	y
10/o128.4	128	2,2,2,2,1,1	8	8+1+1	y	n	8	n	y
10/o144.1	144	4,1,1,1,1,1,1	6	6+4	n	n	12	n	y
10/o144.2	144	3,3,2,1,1	2	6+2+2	n	n	6	n	y
10/o144.3	144	3,3,1,1,1,1	4	6+2+2	n	n	6	n	y
10/o144.4	144	4,1,1,1,1,1,1	6	4+3+3	n	n	12	n	y
10/o144.5	144	3,3,1,1,1,1	4	6+4	n	n	6	n	y
10/o144.6	144	3,3,2,2	1	3+3+2+2	n	n	6	n	y
10/o144.7	144	4,3,1,1,1	1	4+3+1+1+1	y	n	12	n	y
10/o144.8	144	3,3,2,1,1	2	6+2+1+1	y	n	6	n	y
10/o144.9	144	3,3,1,1,1,1	4	4+3+3	n	n	6	n	y
10/o192.1	192	4,2,1,1,1,1	4	4+4+2	n	n	6	n	y
10/o192.2	192	2,2,2,2,2	6	6+2+2	n	n	6	n	y
10/o192.3	192	4,2,2,2	1	4+2+2+2	n	n	6	n	y
10/o192.4	192	4,2,2,1,1	2	4+4+2	n	n	12	n	y
10/o192.5	192	2,2,2,1,1,1,1	24	6+4	n	n	6	n	y
10/o192.6	192	4,2,2,1,1	2	4+4+1+1	y	n	12	n	y
10/o200.1	200	1,1,1,1,1,1,1,1,1,1	200	10	n	n	10	n	y
10/o216.1	216	3,3,3,1	1	3+3+3+1	y	n	6	n	y
10/o240.1	240	5,2,1,1,1	1	5+2+1+1+1	y	n	10	n	y
10/o240.2	240	4,1,1,1,1,1,1	10	5+4+1	y	n	20	n	y
10/o240.3	240	1,1,1,1,1,1,1,1,1,1	240	10	n	n	10	n	y
10/o240.4	240	5,1,1,1,1,1	2	5+2+2+1	y	n	10	n	y
10/o256.1	256	2,2,2,2,2	8	8+2	n	n	8	n	y
10/o288.1	288	4,1,1,1,1,1,1	12	6+4	n	n	12	n	y
10/o288.2	288	4,3,2,1	1	4+3+2+1	y	n	12	n	y
10/o288.3	288	3,3,2,2	2	6+2+2	n	n	6	n	y
10/o288.4	288	3,2,2,2,1	6	6+3+1	y	n	12	n	y
10/o288.5	288	3,3,2,2	2	4+3+3	n	n	12	n	y
10/o288.6	288	3,3,1,1,1,1	8	6+4	n	n	6	n	y
10/o288.7	288	3,3,2,2	2	6+4	n	n	12	n	y
10/o320.1	320	2,2,2,2,2	10	10	n	n	10	n	y
10/o384.1	384	2,2,2,2,2	12	6+4	n	n	12	n	y
10/o384.2	384	4,2,2,2	2	4+4+2	n	n	12	n	y
10/o384.3	384	2,2,2,2,1,1	24	8+1+1	y	n	8	n	y
10/o432.1	432	3,3,3,1	2	6+3+1	y	n	12	n	y
10/o480.1	480	5,1,1,1,1,1	4	5+4+1	y	n	10	n	y
10/o480.2	480	5,2,2,1	1	5+2+2+1	y	n	10	n	y
10/o576.1	576	3,3,2,2	4	6+4	n	n	12	n	y
10/o576.2	576	4,4,1,1	1	4+4+1+1	y	n	12	n	y
10/o720.1	720	6,1,1,1,1	1	6+1+1+1+1	y	n	6	n	y
10/o720.2	720	5,3,1,1	1	5+3+1+1	y	n	15	n	y
10/o768.1	768	2,2,2,2,2	24	8+2	n	n	8	n	y
10/o864.1	864	4,3,3	1	4+3+3	n	n	12	n	y
10/o960.1	960	5,2,2,1	2	5+4+1	y	n	20	n	y
10/o1152.1	1152	4,4,2	1	4+4+2	n	n	12	n	y
10/o1152.2	1152	4,2,2,2	6	6+4	n	n	12	n	y
10/o1152.3	1152	4,4,1,1	2	8+1+1	y	n	12	n	y
10/o1152.4	1152	4,4,1,1	2	8+2	n	n	12	n	y
10/o1200.1	1200	5,1,1,1,1,1	10	5+5	n	n	30	n	y
10/o1296.1	1296	3,3,3,1	6	9+1	y	n	12	n	y
10/o1440.1	1440	6,1,1,1,1	2	6+2+2	n	n	10	n	y
10/o1440.2	1440	6,2,1,1	1	6+2+1+1	y	n	10	n	y
10/o1440.3	1440	5,3,2	1	5+3+2	n	n	30	n	y
10/o1728.1	1728	4,3,3	2	6+4	n	n	12	n	y
10/o2304.1	2304	4,4,2	2	8+2	n	n	12	-	-
10/o2880.1	2880	5,4,1	1	5+4+1	y	n	20	-	-
10/o2880.2	2880	6,1,1,1,1	4	6+4	n	n	10	-	-
10/o2880.3	2880	6,2,2	1	6+2+2	n	n	10	-	-
10/o3840.1	3840	2,2,2,2,2	120	10	n	n	12	-	-
10/o4320.1	4320	6,3,1	1	6+3+1	y	n	15	-	-
10/o5040.1	5040	7,1,1,1	1	7+1+1+1	y	n	12	-	-
10/o5760.1	5760	6,2,2	2	6+4	n	n	20	-	-
10/o10080.1	10080	7,2,1	1	7+2+1	y	n	14	-	-
10/o14400.1	14400	5,5	1	5+5	n	n	30	-	-
10/o17280.1	17280	6,4	1	6+4	n	n	20	-	-
10/o28800.1	28800	5,5	2	10	n	n	30	-	-
10/o30240.1	30240	7,3	1	7+3	n	n	30	-	-
10/o40320.1	40320	8,1,1	1	8+1+1	y	n	15	-	-
10/o80640.1	80640	8,2	1	8+2	n	n	30	-	-
10/o362880.1	362880	9,1	1	9+1	y	n	20	-	-
10/o3628800.1	3628800	10	1	10	n	n	30	-	-
11/o1.1	1	1,1,1,1,1,1,1,1,1,1,1	1	1+1+1+1+1+1+1+1+1+1+1	y	y	1	y	y
11/o2.1	2	1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+1+1+1+1+1	y	y	2	y	y
11/o2.2	2	1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+1	y	y	2	y	y
11/o2.3	2	2,1,1,1,1,1,1,1,1,1	1	2+1+1+1+1+1+1+1+1+1	y	y	2	y	y
